episode,mean_reward,deck_A_freq,deck_B_freq,deck_C_freq,deck_D_freq
46,-48.0,0.22275811924829386,0.23699917662710632,0.27669009622766744,0.2635526078969325
47,-50.5,0.2207418860641506,0.23537983994257594,0.27914275782424636,0.2647355161690272
48,-78.5,0.21961178013775395,0.23410390407981516,0.2813401224749807,0.2649441933074502
49,-59.5,0.21905346356857683,0.23305481645641005,0.28270834043929916,0.26518337953571397
50,-47.5,0.2143777423478623,0.23707179431638759,0.28380621348799,0.26474424984776007
51,-32.0,0.2189424900910117,0.22849347551810414,0.2879606270789076,0.26460340731197657
52,-34.5,0.2121305425175877,0.23302090076716178,0.2847859665401329,0.2700625901751176
53,-16.0,0.21275975637855918,0.23035702558889443,0.28935642444228726,0.267526793590259
54,0.5,0.2068045106057087,0.22915357869481337,0.2898465513031143,0.27419535939636364
55,22.0,0.21180806841992778,0.2295455159874918,0.29316573183138556,0.2654806837611948
56,30.0,0.2059927247636809,0.2379640194516368,0.2926331823462716,0.2634100734384106
57,41.0,0.2107030839480132,0.21963244283592995,0.2958160200981799,0.273848453117877
58,9.0,0.20349288583137332,0.2296561863468495,0.2960359753061421,0.2708149525156351
59,-5.0,0.20069986702803808,0.2263654535961816,0.2983239560392171,0.27461072333656333
60,4.0,0.20271886063157313,0.22603469283870575,0.2995094639898037,0.2717369825399174
61,9.5,0.20267461066482825,0.2252859098439895,0.29850199448893455,0.2735374850022477
62,10.0,0.200678187788377,0.22581497786468582,0.2989532050088592,0.27455362933807803
63,19.5,0.19934819361572859,0.22464377390393733,0.300535060444957,0.27547297203537724
64,38.0,0.19763140957748676,0.22506617657487946,0.3019067711819289,0.2753956426657048
65,60.0,0.19424224947545132,0.2229953481611622,0.30726325258006254,0.27549914978332385
66,62.0,0.19663171510657126,0.2193412362872073,0.30907617286527045,0.274950875740951
67,60.5,0.19643215563673394,0.2203321252131383,0.3022729194366376,0.2809627997134901
68,92.0,0.1911840844669113,0.21769329680058866,0.3066137996759284,0.28450881905657166
69,116.0,0.18950844752461443,0.2203871337068421,0.30914642592899827,0.28095799283954526
70,126.5,0.19004089385227269,0.22404736917123313,0.3076722017534373,0.27823953522305683
71,130.5,0.18981435884222675,0.21336491252524595,0.30363194544875177,0.29318878318377545
72,154.0,0.18731004786642735,0.21660622571713914,0.3212402397812318,0.27484348663520175
73,178.0,0.1861435523296116,0.21837754072236337,0.30861769287097185,0.2868612140770531
74,161.0,0.18315013654765042,0.2197174002305294,0.3142873063950095,0.2828451568268107
75,188.5,0.180310778067076,0.2173417130415229,0.31667942490592105,0.2856680839854801
76,213.5,0.18316451506759807,0.21630000159519538,0.3197126067356815,0.28082287660152483
77,209.5,0.1810355368808671,0.21713047606705296,0.31806748809819635,0.2837664989538837
78,224.5,0.17890717714507626,0.21496163004407798,0.32033019561177933,0.2858009971990663
79,211.5,0.17862815426105114,0.2141401557123125,0.32138329059309784,0.28584839943353857
80,224.5,0.17681772960450995,0.21291191048855124,0.323650588927019,0.28661977097991986
81,184.5,0.17461016101164034,0.21398457023495784,0.3235575236304921,0.28784774512290956
82,214.5,0.17526031836459494,0.2105703221732724,0.3258989383829747,0.2882704210791579
83,205.0,0.17520678672704162,0.20921574896652073,0.32670817176093053,0.2888692925455071
84,184.5,0.17917822590409674,0.21075629518705252,0.3256898516862942,0.2843756272225566
85,189.5,0.17157613819622783,0.21615716804068683,0.3198872218125892,0.2923794719504961
86,212.5,0.16022759386607494,0.20765498293495194,0.33649170340033535,0.2956257197986377
87,222.0,0.1609177487920434,0.2067078624300018,0.34320672558540355,0.28916766319255116
88,264.0,0.1643896412968046,0.21517355849781314,0.32824579726430214,0.29219100294107997
89,270.5,0.16036700361330686,0.20488740679271075,0.3400606481121559,0.29468494148182656
90,287.0,0.15896323396689,0.21468983421568563,0.33779079111167026,0.2885561407057542
91,296.5,0.15869057043420565,0.20446391305476339,0.34268890032646093,0.29415661618457
92,309.5,0.15966563254785424,0.20850256545688609,0.3378185728004626,0.294013229194797
93,319.0,0.1595124318184265,0.20516487892297477,0.34158299815171705,0.29373969110688175
94,327.5,0.15824773836876818,0.20383998055145391,0.3418511381625435,0.29606114291723445
95,361.5,0.15575952806145976,0.2032298230257477,0.34457787220763364,0.2964327767051589
96,350.0,0.15373597503446565,0.20261699837962685,0.3452241826547856,0.2984228439311219
97,345.5,0.1548343035232574,0.20157124696836828,0.3477869668674692,0.2958074826409052
98,355.0,0.1536071483316771,0.20176814075421312,0.34720620519464535,0.2974185057194645
99,349.5,0.15433759603214303,0.20239097029417943,0.3421869394447142,0.3010844942289633
